NaN,7161,1546,8821,4985,6966,6243,48408.5612244898,3463.7,972.1,25610,11342.82,58057,37331,6097,2116,4192.21,3103,2125.29,28178,1080,485.58,713,451,1240,12071,16457,15168.3673469388,5101,5332,5647,16560,1282,2994.16,29264.53
NaN,6738,1425,8859,4649,6826,5972,45345.9081632653,3238.9,922.8,24000,10872.65,57202,33933,5634,1910,3982.1,2918,2111.3,25520,1024,465.16,661,442,1239,11415,16087,14009.1836734694,4729,5076,5579,16024,1206,2864.89,28090.19
NaN,6414,1285,8231,4395,6662,5654,42098.7653061224,3068.1,892,22113,10513.73,52647,32632,5196,1691,3711.63,2913,2092.88,23206,995,439.63,643,413,1152,10827,15731,13122.4489795918,4341,4926,5583,15515,1140,2758.93,26224.6
NaN,6135,1184,7700,4237,6792,5563,39919.2244897959,2885.8,869.5,20515,10314.05,51427,31558.67,5140,1594,3576.47,2684,2075.38,21287,984,421.67,640,378,1047,10300,15384,12570.4081632653,4074,4821,5216,15221,1093,2635.21,24708.58
NaN,5998,1131,7376,4204,6851,5637,39052.4795918367,2821.1,862.5,19284,10252.67,48938,29657.33,4904,1694,3403.03,2442,2059.78,20241,988,409.49,644,353,951,10003,15060,12334.693877551,3928,4786,4857,15123,1073,2600.49,23771.58
NaN,5938,1105,7206,4191,6810,5564,38739.7448979592,2879,861.9,18637,10289.6,46883,28177.67,4723,1650,3306.75,2265,2049.48,19746,1011,405.83,671,337,878,9900,14953,12295.9183673469,3800,4780,4592,15183,1062,2612.5,22921.29
NaN,6080,1091,7204,4225,6502,5602,39598.6020408163,2938.4,873.6,18352,10391.73,46476,27256.67,4714,1660,3353.83,2167,2021.58,19804,1073,407.2,716,330,851,9890,15017,12409.1836734694,3765,4861,4460,15428,1082,2641.97,22870.89
NaN,6523,1139,7346,4315,6553,5672,40331.9183673469,3210.6,912.8,18574,10716.3,47680,27797,4849,1723,3532.24,2132,2040.47,20846,1147,420.7,781,332,851,10031,15220,12739.7959183673,3798,5018,4436,15809,1121,2702.97,23325.63
NaN,6874,1242,7690,4510,6532,5933,41294.806122449,3438.1,959.2,19751,10804.37,49372,30206,5012,1693,3797.64,2131,2041.2,23094,1207,435.96,828,342,878,10539,15607,13704.0816326531,3955,5230,4546,16252,1221,2814.9,23604.98
NaN,7540,1362,7943,4936,6342,6203,44350.4795918367,3745.5,1014.4,20857,11215.4,51483,33229,5259,1763,4017.28,2228,2044.17,25223,1290,469.79,868,365,871,11332,16134,14354.0816326531,3847,5399,4763,16870,1333,2868.26,24022.7
NaN,8087,1524,8444,5296,6428,6447,48212.1836734694,3951.9,1056.7,22156,11379.34,52928,36947.67,5807,1927,4302.16,2366,2052.32,27347,1373,529.2,914,404,936,12376,16840,15138.7755102041,4207,5611,5038,17573,1444,3019.83,26930.48
NaN,8336,1642,8847,5481,6574,7034,51935.5102040816,4218.4,1113.1,24125,11509.89,55674,41343.33,6396,2081,4589.72,2496,2071.39,30404,1405,585.66,941,435,1009,13353,17520,16383.6734693878,4703,5785,5338,18274,1555,3233.14,30043.6
NaN,8572,1700,9195,5487,6783,7373,54478.4591836735,4463.4,1133.3,26337,11587.52,57168,44302.33,6660,2157,4726.44,2770,2095.47,31593,1409,620.88,937,450,1049,14011,18169,17062.2448979592,4907,5772,5500,18986,1586,3302.62,32102.38
NaN,8627,1700,9364,5431,6947,7510,56501.0918367347,4614.3,1132.3,27097,11608.17,58875,46069,6809,2187,4823.95,3022,2116.99,32364,1399,643.58,932,451,1048,14341,18578,17367.3469387755,5072,5723,5553,19321,1614,3365.82,33431.89
NaN,8419,1679,9475,5346,7083,7656,57063.7346938776,4509,1126.1,26955,11602.34,61141,47245.67,6753,2206,4880.77,3138,2122.53,32482,1381,631.91,928,446,1038,14373,18706,17462.2448979592,5246,5736,5591,19547,1629,3351.26,32910.61
NaN,8487,1713,9339,5244,7167,7739,56327.4693877551,4618.8,1124.2,27195,11671.23,58620,47330.67,6393,2177,4814.57,3233,2132.07,31560,1377,639.47,937,439,1023,14162,18605,17797.9591836735,5132,5707,5531,19605,1596,3348.11,32887.61
NaN,8378,1713,9244,5278,7137,7647,55667.7142857143,4601,1146,27031,11979.33,56540,47352,6461,2133,4781.73,3216,2135.32,30896,1462,629.29,1005,437,1015,13949,18801,17737.7551020408,5099,5749,5419,19696,1560,3287.65,32796.18
NaN,8500,1725,9217,5495,7055,7752,55815.9387755102,4570.7,1226.5,25951,12480.35,55574,48226.33,6434,2136,4788.2,3190,2132.18,31028,1556,601.69,1043,444,1036,13881,19055,17858.1632653061,5048,5984,5473,20197,1548,3314.51,32594.55
NaN,8869,1802,9399,5899,7215,7867,57845.6836734694,4946.9,1236.1,25209,12684.44,56023,52511.33,6771,2293,5008.48,3244,2132.01,32717,1547,612.01,1043,475,1113,14362,19332,19238.7755102041,5118,6604,5839,20792,1591,3490.23,33358.47
NaN,8964,1856,10040,6091,7546,7817,60827.8673469388,5332.4,1230.2,25447,12584,60898,55576.33,7294,2398,5059.05,3541,2150.53,35916,1526,660.85,1019,494,1165,15328,19647,19461.2244897959,6000,6783,5996,20961,1638,3508.56,34387.95
NaN,8580,1825,10175,6009,7585,7750,60998.1020408163,5263.4,1218.6,27858,12457.85,63314,54414.67,7324,2400,5005.71,3864,2170.54,36558,1487,668.65,994,496,1158,14986,19610,19362.2448979592,6224,6716,5906,20775,1651,3466.67,33591.26
NaN,8156,1800,9922,5817,7378,7615,59371.7857142857,4875.5,1185.8,28715,12181.49,62377,51549.33,7216,2403,4940.74,3772,2178.25,36465,1431,671.42,956,497,1145,14545,19327,19215.306122449,6352,6589,5986,20289,1650,3423.22,32648.83
NaN,7806,1762,9541,5589,7124,7497,55839.3367346939,4621.4,1141.9,29207,11895.16,59601,48201,6952,2358,4863.7,3577,2159.25,34300,1333,636.64,892,494,1118,13946,18952,18823.4693877551,6086,6329,5901,19688,1605,3388.46,31897.73
NaN,7475,1694,9061,5517,7245,7078,53629.9795918367,4300.6,1082.8,29165,11954.39,57257,44736,6466,2356,4679.18,3363,2140.61,31644,1248,605.18,827,485,1095,13153,18564,17816.3265306122,5731,5968,5828,19046,1488,3268.96,31049.2
NaN,7568,1609,9231,5280,7219,6892,52850.887755102,4176,1027.6,27928,11836.96,60867,41219.67,6124,2234,4433.08,3175,2114.09,28881,1168,618.4,764,462,1204,12539,18157,16887.7551020408,5468,5619,5790,18489,1398,3125.23,30906.43
NaN,7144,1487,9198,4935,6999,6583,49855.6836734694,3797.1,977.8,26029,11358.09,60185,37611.67,5663,2023,4219.69,3019,2104.89,26108,1108,592.94,713,457,1223,11919,17801,15732.6530612245,5064,5328,5584,17921,1299,2981.62,29621.09
NaN,6824,1328,8583,4670,6880,6204,46530.4693877551,3658.7,941.7,23949,10961.98,55782,35979.33,5183,1804,3911.02,2976,2092.3,23310,1073,558.71,690,429,1137,11242,17384,14641.8367346939,4625,5074,5702,17463,1221,2901.27,27613.96
NaN,6506,1223,8042,4475,6768,6108,43946.2142857143,3591.5,914.1,22063,10740.5,54331,34373.67,5118,1740,3777.62,2730,2079.3,21401,1061,543.36,681,386,1011,10652,17129,13884.693877551,4267,5008,5321,17097,1153,2754.55,25779.28
NaN,6337,1167,7636,4393,6674,6191,42712.4387755102,3560.5,901.7,20653,10569.71,51453,32097.33,4924,1755,3580.37,2487,2057.48,20354,1058,530.28,679,352,918,10281,16961,13539.7959183673,4065,4937,4947,16929,1134,2717.43,24566.31
NaN,6233,1137,7389,4380,6587,6154,42159.7142857143,3454.7,891.6,19715,10531.62,48831,30264,4718,1724,3474.34,2319,2008.84,19661,1077,519.38,702,332,852,10092,16852,13386.7346938776,3892,4963,4719,16849,1118,2729.8,23878.42
NaN,6288,1136,7325,4430,6516,6149,42020.693877551,3498.7,895,19427,10599.2,47895,28964,4693,1711,3493.44,2217,1988.13,19624,1141,517.48,741,322,819,10055,16787,13505.1020408163,3939,5039,4546,16990,1112,2750.4,23511.38
NaN,6476,1179,7403,4531,6544,6170,41658.6836734694,3545.5,926.1,19300,10727.97,48627,28954,4781,1721,3603.01,2161,2022.88,20110,1216,501.72,793,325,823,10138,16930,13623.4693877551,3944,5189,4520,17151,1161,2787.68,23672.32
NaN,6663,1257,7633,4752,6446,6341,41151.6428571429,3781.4,967.6,19712,10739.92,49758,30307.33,4921,1694,3792.92,2136,2039.47,21510,1272,531.37,840,341,851,10321,17141,14168.3673469388,3973,5366,4663,17524,1218,2892.65,23827.08
NaN,7297,1362,7827,5215,6384,6556,42874.3469387755,4027.5,1020.2,20380,10985.17,51318,32150,5151,1710,3985.6,2195,2045.42,22827,1361,460.59,898,366,881,10812,17501,14539.7959183673,3876,5529,4803,17904,1342,2944.71,23405.11
NaN,7705,1529,8178,5668,6387,6766,45530.6020408163,4279.9,1055.1,21044,11093.83,52535,35110.67,5689,1829,4264.29,2281,2052.62,24280,1455,489.63,954,411,981,11519,18020,15065.306122449,4132,5681,5183,18437,1441,3098.23,24638.72
NaN,8150,1674,8637,5957,6640,7442,48818.7142857143,4340.4,1108.1,22651,11215.01,55401,39687,6293,1998,4558.17,2373,2064.7,26961,1510,577.13,976,452,1098,12164,18610,16064.2857142857,4667,5783,5536,18923,1560,3335.44,26802.38
NaN,8548,1760,9091,6061,6813,7887,51845.1530612245,4658.2,1134.5,24864,11420.36,57771,44100.67,6806,2134,4783.97,2594,2085.03,28976,1524,598.06,968,480,1181,12754,19223,16859.1836734694,5037,5832,5729,19574,1636,3460.12,28779.88
NaN,8642,1766,9485,6076,6877,8047,54879.5714285714,4739.2,1144.6,26291,11507.68,60120,46862,7131,2203,4884.31,2892,2108.15,29817,1512,611.21,961,483,1225,13140,19352,17161.2244897959,5451,5926,5792,19901,1692,3521.66,30204.3
NaN,8369,1749,9727,6035,7149,8074,55217.5816326531,4642.9,1139.5,26669,11478.28,62516,48850,7082,2185,4866.57,3095,2116.52,29466,1486,657.99,957,495,1251,13364,19392,17420.4081632653,5666,5897,5811,20024,1664,3437.33,30588.3
NaN,8221,1721,9505,5948,7054,8117,53708.7346938775,4640.2,1131.6,27281,11486.17,59347,49421,6695,2091,4734.48,3215,2124.38,27924,1473,644.02,972,491,1252,13246,19517,17707.1428571429,5414,5865,5766,20023,1594,3357.72,30902.63
NaN,8078,1687,9307,5973,6885,8060,52537.2755102041,4693.8,1145.5,27211,11754.1,57493,49399.67,6756,2005,4680.94,3190,2128.05,27497,1553,622.98,1038,483,1238,13122,19534,17538.7755102041,5328,5960,5677,20265,1549,3256.35,31056.47
NaN,8121,1698,9304,6152,6857,8184,52437.2959183674,4773.2,1215.7,25951,12116.57,56823,50275,6669,1964,4712.46,3115,2126.93,27620,1643,590.88,1073,488,1252,13142,20032,17612.2448979592,5288,6269,5701,20883,1482,3265.62,30979.53
NaN,8683,1822,9519,6639,7038,8344,54550.9795918367,5139.6,1233.2,25492,12211.12,57344,54361,6743,2087,5026.53,3115,2126.77,29120,1632,638.8,1065,504,1294,13685,20426,19017.3469387755,5389,6896,6019,21666,1565,3475.83,32297.46
NaN,8861,1932,10184,6800,7410,8335,58592.1632653061,5590.2,1225.7,25821,12222.91,61971,56539.67,7103,2301,5182.94,3398,2147.54,33132,1604,675.15,1047,518,1315,14792,20581,19489.7959183673,6057,7033,6226,21916,1654,3537.33,33462.96
NaN,8838,1901,10319,6722,7547,8371,59356.5918367347,5453.5,1205.8,27812,12178.15,65217,55356.33,7125,2307,5165.48,3731,2168.39,34144,1552,682.67,1028,522,1297,14606,20379,19646.9387755102,6227,7027,6243,21730,1690,3511.4,33151.03
NaN,8484,1866,10229,6514,7405,8323,58056.6530612245,5117.4,1177.3,28570,11998.16,64247,52790.33,7072,2337,5147.01,3669,2175.61,34519,1469,675.98,978,516,1277,14311,20135,19719.387755102,6406,6918,6291,21316,1704,3497.81,32450.21
NaN,8125,1824,9871,6210,7104,8137,55584.693877551,4749.4,1133.7,29237,11694.43,61455,49913.33,6820,2324,4971.98,3530,2156.37,33407,1357,665.22,897,510,1261,13905,19884,19112.2448979592,6302,6652,6172,20804,1662,3472.9,32093.93
NaN,7850,1738,9480,6023,6876,7670,54080.1530612245,4481.9,1070.4,29417,11943.43,58490,45846,6363,2351,4734.09,3356,2146,31593,1240,644.14,816,501,1245,13220,19606,18101.0204081633,5947,6265,6149,20108,1548,3352.11,31315.16
NaN,7776,1619,9536,5612,7130,7498,53593.9591836735,4175.1,994.2,28275,11799.25,61411,41470.67,6010,2236,4482.26,3199,2082.02,28894,1152,639.96,745,474,1225,12412,19136,17121.4285714286,5546,5906,6174,19366,1437,3217.99,31014.19
NaN,7438,1460,9440,5176,6978,7134,50373.6428571429,3927.2,952.9,26212,11417.04,60371,36900.33,5455,1987,4246.46,2997,2105.11,25859,1096,601.04,693,443,1181,11623,18596,15892.8571428571,5017,5566,6056,18674,1317,3077.1,29462.06
NaN,6985,1311,8749,4883,6818,6918,47660.4081632653,3606.6,922.8,23871,11082.9,56248,35809,4935,1764,4014.77,2892,2083.97,23008,1066,578.99,685,404,1078,10937,17951,14922.4489795918,4601,5396,5903,18186,1231,3013.43,27103.09
NaN,6757,1212,8331,4734,6904,7062,45842.9795918367,3519,906.9,21905,10859.72,55231,35108,4884,1721,3934.87,2648,2062.98,21241,1056,562.47,683,363,956,10584,17775,14414.2857142857,4285,5317,5470,17892,1167,2893.12,25439.84
NaN,6596,1169,8000,4713,6902,7007,44847.1428571429,3475.7,909.1,20644,10802.07,52892,33600.67,4676,1630,3747.4,2421,2045.82,20302,1063,538.94,686,332,876,10433,17628,14296.9387755102,4091,5289,5147,17858,1183,2849.09,24395.07
NaN,6460,1148,7834,4699,6888,6921,44791.7653061224,3537.2,923,20147,10944.81,50861,32354.67,4595,1601,3685.43,2270,2040.35,20019,1126,543.3,744,315,826,10442,17626,14322.4489795918,4076,5350,4881,17931,1167,2849.56,23961.03
NaN,6726,1165,7947,4853,6860,7016,46162.2244897959,3622.4,961.9,20076,11357.54,51367,31709.67,4638,1627,3824.29,2219,2035.94,20400,1321,521.71,876,315,812,10482,17701,14650,4100,5543,4765,18256,1233,2918.49,23860.63
NaN,7522,1251,8396,5371,7293,7557,49196.2346938776,3884,1080,20729,12255.14,55512,33481.67,5023,1745,4235.6,2200,2037.66,22096,1518,591.17,1036,319,833,11003,18416,15453.0612244898,4196,6069,4851,19004,1347,3076.29,24418.47
NaN,8319,1428,9602,5942,7846,8652,55678.5816326531,4490.2,1227.4,22793,12789.45,62998,40566.33,5610,1908,5063.69,2274,2044.12,26216,1677,659.17,1138,341,897,12311,19887,18063.2653061224,4785,6781,5233,20635,1688,3405.6,25708.59
NaN,9275,1600,10695,6327,8178,9252,62184.7448979592,5394,1347.4,25826,13150.96,68483,48514.67,6190,2151,5411.96,2586,2063.09,31060,1748,707.69,1183,378,933,14340,21834,19996.9387755102,5419,7206,5524,22189,1909,3562.85,27455.39
NaN,9823,1777,11295,6622,8597,9456,66071.2448979592,5624.2,1390.7,28432,13110.32,68956,52654.33,6897,2333,5553.26,2990,2107.91,35561,1782,799.74,1198,426,1034,15693,22423,21061.2244897959,6149,7546,5873,22904,1978,3722.01,32982.07
NaN,10112,1858,11315,6687,8780,9709,67733.5408163265,5588.4,1396.7,30454,13143.03,69498,54940.33,7188,2450,5675.31,3269,2161.31,39005,1786,800.96,1189,461,1101,16113,22385,21904.0816326531,6560,7664,6224,23195,1991,3836.66,37175.84
NaN,10237,1884,11329,6664,8848,9742,69057.4897959184,5651.3,1398.2,31647,13156.05,69276,55662.33,7340,2496,5748.83,3501,2186.14,39940,1760,834.88,1148,482,1137,16252,22342,22203.0612244898,6734,7625,6374,23426,1985,3910.93,38606.67
NaN,10293,1894,11474,6595,8906,9797,70400.6734693878,5563.5,1385.7,31810,13108.06,69946,56082.67,7352,2528,5850.29,3633,2210.15,40459,1760,841.81,1165,486,1150,16388,22319,22376.5306122449,6981,7713,6311,23321,2001,3951.67,39659.57
NaN,10154,1887,11282,6570,8844,9985,70787.1734693878,5438.6,1396.6,31823,13107.03,69868,56826,7358,2532,5908.91,3710,2204.15,39415,1751,820.32,1169,493,1157,16358,22275,22410.2040816327,6769,7680,6350,23088,2000,3945.15,38416.32
NaN,10030,1937,11312,6506,8882,9962,69925.0306122449,5436,1396.1,32061,13107.15,68161,56785.67,7139,2493,5864.38,3790,2196.93,38353,1753,803.53,1174,488,1157,16494,22406,22661.2244897959,6897,7577,6283,22997,1963,3999.68,39279.26
NaN,9948,1923,11265,6521,8721,9891,68783.2142857143,5288.1,1406.7,31323,13306.1,66335,57080,7333,2434,5826.14,3750,2202.87,38782,1797,801.53,1227,489,1155,16436,22269,22351.0204081633,6952,7478,6211,23174,1926,3983.24,39661.98
NaN,9983,1901,11203,6638,8547,9917,68312.3979591837,5324.3,1461.7,30518,13545.09,65681,58097,7391,2391,5832.41,3726,2205.44,38872,1837,713.77,1227,492,1157,16450,22361,22335.7142857143,6904,7583,6196,23655,1920,3944.33,39211
NaN,10533,1954,11319,6881,8575,9979,69459.9489795918,5570.1,1450.3,30153,13465.66,66338,62188,7560,2506,5981.37,3786,2199.26,39952,1808,726.85,1208,508,1209,16947,22835,23500,6968,8101,6598,24074,1950,3993.72,39760.12
NaN,10685,2019,12135,7105,8917,10006,72645.7244897959,5951.5,1428.1,30626,13434.45,71517,63877.33,7844,2650,6018.62,4105,2211.17,42775,1758,848.36,1173,519,1236,17476,22712,23628.5714285714,7323,8133,6828,23974,2044,4058.31,39633.29
NaN,10326,1980,12129,7057,8944,9832,72536.0204081633,5795.4,1397.6,31875,13502.66,74540,63589.33,7856,2637,5955.72,4432,2223.18,42405,1701,871.47,1135,514,1233,16751,22160,23282.6530612245,7381,7986,6814,23504,2042,3992.28,37621.41
NaN,9674,1953,11527,6745,8592,9803,70630.8775510204,5554.7,1348.7,32145,13295.23,71766,60703,7686,2626,5892.37,4313,2229.19,41716,1611,874.88,1078,510,1209,16220,21960,23046.9387755102,7413,7800,6774,23014,2022,3951.84,35954.18
NaN,9024,1902,10859,6458,8175,9474,66625.2857142857,5156.6,1286.3,32193,12761.42,67384,56195.67,7249,2529,5681.84,4076,2205.5,39272,1467,795.61,979,498,1182,15418,21562,22345.9183673469,7088,7437,6627,22350,1923,3888.4,35114.12
NaN,8534,1825,10242,6273,7941,8979,63376.0714285714,4722.3,1208.7,31950,12892.28,63646,50859.33,6652,2509,5488.61,3854,2188.56,36269,1332,800.14,875,480,1175,14503,21183,20965.306122449,6686,6850,6477,21539,1809,3717.44,34066.4
NaN,8446,1727,10262,5831,7810,8510,60919.0816326531,4353.9,1123.7,30061,12680.18,66116,45030.33,6180,2353,5225.61,3593,2166.19,32259,1248,778.91,799,454,1326,13436,20371,19483.6734693878,6285,6367,6452,20582,1672,3541.04,33686.83
NaN,7965,1556,10184,5349,7507,8041,56657.693877551,3986.5,1039,27402,12242.98,64721,39604,5589,2102,4957.92,3291,2135.02,28738,1208,742.96,760,444,1310,12495,19378,18026.5306122449,5606,5968,6303,19595,1552,3382.48,31733.54
NaN,7670,1376,9410,5057,7667,7492,53388.0510204082,3687.9,1012.4,25284,11932.06,60256,37932,5113,1840,4619.23,3129,2101.6,25531,1181,717.08,737,408,1207,11609,18892,16898.9795918367,5122,5784,6018,18836,1416,3276.06,29244.38
NaN,7372,1275,8882,4896,7590,7568,51054.9285714286,3605.4,988.8,23258,11694.51,58944,36984.33,5040,1790,4443.65,2848,2077.31,23494,1170,685.82,734,365,1063,11104,18631,16289.7959183673,4787,5682,5442,18554,1357,3175.81,27637.23
NaN,7223,1210,8581,4822,7463,7473,50021.1530612245,3671.8,985.5,21835,11611.56,56819,35389.67,4852,1696,4213.87,2616,2061.2,22561,1174,659.53,739,337,945,10856,18574,15928.5714285714,4610,5637,5073,18442,1351,3120.54,26335.78
NaN,7112,1187,8445,4878,7376,7382,50028.7040816326,3654.4,983.9,21179,11775.23,54887,34155.67,4731,1662,4112.52,2452,2055.05,22415,1231,653.86,792,317,892,10766,18521,15944.8979591837,4557,5709,4857,18448,1350,3121.68,25870.23
NaN,7371,1197,8602,5027,7222,7494,50988.7959183673,3793.4,1017,21208,12127.55,55444,33500.67,4774,1681,4227.9,2394,2034.15,22788,1410,685.44,923,307,855,10859,18628,16170.4081632653,4514,5847,4800,18694,1380,3169.98,25975.07
NaN,8054,1288,9053,5511,7604,7964,54033.0204081633,4053.9,1122.6,21641,12984.85,59258,35266.67,5100,1791,4617.2,2368,2051.57,24228,1613,650.91,1089,311,884,11270,19094,16874.4897959184,4637,6238,4818,19411,1508,3310.58,26318.48
NaN,8898,1443,10205,6043,7921,8980,59663.2959183674,4734.9,1267.2,23465,13312.51,66675,42633,5643,1949,5372.61,2423,2056.53,28168,1769,752.77,1199,336,947,12591,20462,19022.4489795918,5099,6925,5172,20850,1810,3567.47,27109.29
NaN,9621,1619,11199,6414,8364,9459,65821.7551020408,5454.9,1383.5,26278,13793.11,72155,51564.67,6184,2139,5666.11,2703,2080.56,33001,1823,869.62,1234,374,957,14712,22391,20997.9591836735,5685,7450,5526,22347,1986,3689.91,28570.22
NaN,9950,1768,11725,6609,8801,9563,68857.8979591837,5679.7,1416,28864,13693.3,72221,54766.67,6801,2306,5753.95,3107,2103.68,37275,1851,883.89,1231,417,1022,16165,23032,21863.2653061224,6457,7754,5772,22981,2054,3851.25,33106
NaN,10121,1843,11719,6562,8854,9745,69827.7346938775,5577.1,1429.1,30818,13644.07,72058,56214.67,6964,2405,5810.6,3392,2137.54,40366,1854,885.86,1217,443,1090,16563,22783,22380.612244898,6875,7808,6035,23216,2056,3904.6,36657.12
NaN,10196,1850,11779,6432,8913,9915,71118.2244897959,5609.6,1424.4,31916,13617.33,71732,56581.33,7048,2425,5837.96,3609,2168.55,40996,1808,903.47,1174,457,1118,16652,22624,22452.0408163265,6991,7733,5980,23408,2045,3910.18,37776.49
NaN,10218,1849,11922,6235,9090,9929,72191.3265306122,5627.6,1399.4,31908,13561.48,72313,56881.67,7099,2451,5882.11,3738,2182.22,41372,1798,861.24,1186,458,1115,16708,22624,22668.3673469388,7216,7667,5896,23434,2059,3964.74,38664.22
NaN,9994,1833,11724,6137,8623,10115,72053.1530612245,5528.1,1411.2,31580,13535.53,71916,57210.67,7053,2430,5905.68,3834,2177.94,39982,1779,925.44,1185,452,1109,16560,22500,22782.6530612245,6975,7619,5927,23225,2033,3959.83,37522.11
